Order,Family,Species,Occurrence,FishBase name,Name in Country,Size / Weight / Age,Short Description,Biology,Threat To Humans,IUCN Red List Status
Acanthuriformes,Leiognathidae,Gazza rhombea,native,Rhomboid toothpony,,"Maturity: Lm ?  range ? - ? cm
Max length : 17.6 cm SL male/unsexed; (Ref. 35849)",Dorsal spines (total): 8; Dorsal soft rays (total): 16; Anal spines: 3; Anal soft rays: 14; Vertebrae: 24,Occurs in inshore waters of the continental shelf (Ref. 75154). Minimum depth from Ref. 58018.,  Harmless,  Not Evaluated 
Acanthuriformes,Leiognathidae,Karalla daura,native,Goldstripe ponyfish,Dacer-karah,"Maturity: Lm ?  range ? - ? cm
Max length : 14.0 cm TL male/unsexed; (Ref. 3424); common length : 9.0 cm TL male/unsexed; (Ref. 3424)",Dorsal spines (total): 8; Dorsal soft rays (total): 16; Anal spines: 3; Anal soft rays: 14 - 15.,"Found in shallow waters, predominantly over muddy bottoms (Ref. 30573). Usually occurs in schools. Feeds on polychaetes, bivalves, small crustaceans and sponges (Ref. 30573).",  Harmless,  Not Evaluated 
Acanthuriformes,Leiognathidae,Karalla dussumieri,native,Dussumier's ponyfish,Veri-kare,"Maturity: Lm ?  range ? - ? cm
Max length : 14.0 cm TL male/unsexed; (Ref. 47581); common length : 11.0 cm TL male/unsexed; (Ref. 47581)","Found in coral sand bottoms of coastal waters, but also enters estuaries (Ref. 47581). Feeds on small crustaceans, polychaetes, bivalves, foraminiferans, gastropods and nematodes (Ref. 47581). Forms schools (Ref. 47581). Sold dried salted in markets, and also used for fishmeal (Ref. 3424).",,,Not Evaluated
Acanthuriformes,Leiognathidae,Leiognathus berbis,native,Berber ponyfish,Lined ponyfish,"Maturity: Lm ?  range ? - ? cm
Max length : 11.0 cm TL male/unsexed; (Ref. 47581); common length : 9.0 cm TL male/unsexed; (Ref. 47581)",Inhabits inshore coastal waters (Ref. 47581). Feeds on small crustaceans and bivalves (Ref. 5213). Minimum depth range from Ref. 121815.,,,Not Evaluated
Acanthuriformes,Leiognathidae,Leiognathus brevirostris,native,Shortnose ponyfish,Kap,"Maturity: Lm 18.1  range ? - ? cm
Max length : 18.2 cm FL male/unsexed; (Ref. 46605); common length : 11.0 cm TL male/unsexed; (Ref. 3424)",Dorsal spines (total): 8; Dorsal soft rays (total): 16; Anal spines: 3; Anal soft rays: 14. Body silvery; live or fresh specimens with a golden gleam. Head naked; with nuchal spine. Protracted mouth pointing downward. Scales minute. 2nd dorsal spine less than 1/3 of body depth.,"Lives in shallow waters down to depths of about 40 m, predominantly near the bottom, found in schools. Feeds mainly on diatoms, copepods, Lucifer, nematodes and polychaetes (Ref. 3424).",  Harmless,  Not Evaluated 
Acanthuriformes,Leiognathidae,Leiognathus equula,native,Common ponyfish,Soorokoo-nam-kare,"Maturity: Lm 10.7  range ? - ? cm
Max length : 28.0 cm TL male/unsexed; (Ref. 9710); common length : 18.0 cm TL male/unsexed; (Ref. 47581)","Dorsal spines (total): 8; Dorsal soft rays (total): 15-16; Anal spines: 3; Anal soft rays: 14 - 15. This species is distinguished by the following characters: body very deep, compressed, with a strongly humped back; body depth 1.7-1.9 times in standard length; mouth pointing downward when protracted; gill rakers short and fleshy, less than 1/2 length of corresponding gill lamellae, total gill rakers on first gill arch 18-22; head and breast scaleless; tubed scales on lateral line 61-66. Colour of adults, back greyish, belly silvery and many parallel close-set faint bars on back; usually a dark brown saddle on caudal peduncle; axil of pectoral fins grey to black; margin of soft dorsal fin black; both caudal-fin lobes with broad dusky margins; pectoral, pelvic, and anal fins colourless to yellowish. In juveniles (5-7 cm TL), thin, closely arranged, grey vertical lines descending from back to about midheight; membrane between anal-fin spines conspicuously yellow; posterior margin of caudal-fin lobes pale yellow and dusky; other fins hyaline; snout dotted black (Ref. 47581).","Found in river mouths and muddy inshore areas (Ref. 2847, 37816), often in mangrove areas (Ref. 48635). Adults are coastal inhabitants found on soft bottoms, usually between depths of 10-70 meters. Juveniles are commonly found in mangrove estuaries and tidal creeks, sometimes entering the lower reaches of freshwater streams (Ref. 44894). Adults move in schools. Frequently ascend into freshwater reaches of rivers (Ref. 12693). Active by day (Ref. 12693). Feed on polychaetes, small crustaceans, small fishes (Ref. 30573) and worms (Ref. 12693). Important food fish in the tropics (Ref. 4376). Caught near the bottom with bottom trawls, set nets, push nets, dip nets, and beach seines. In Indian waters, schools near the surface during April-May when caught with drift gill nets. Larger specimens sorted for human consumption and marketed fresh or dried-salted, but surplus fish used to feed ducks, converted to fishmeal, or discarded (Ref. 47581).",  Harmless,  Least Concern (LC) ; Date assessed: 02 July 2016
Acanthuriformes,Leiognathidae,Leiognathus longispinis,native,Longspine ponyfish,Goomorah-korah,"Maturity: Lm ?  range ? - ? cm
Max length : 16.0 cm TL male/unsexed; (Ref. 3424)","Found in coastal waters. Stays near the substrate and feeds on fish, crustaceans, chaetognaths, nematodes, bivalves, and gastropods (Ref. 5213).",,,Not Evaluated
Acanthuriformes,Leiognathidae,Leiognathus ruconius,native,Deep pugnose ponyfish,Jitaka,"Maturity: Lm 5.2  range ? - ? cm
Max length : 8.0 cm TL male/unsexed; (Ref. 3424); common length : 6.0 cm NG male/unsexed; (Ref. 3424)",Dorsal spines (total): 8; Dorsal soft rays (total): 16-17; Anal spines: 3; Anal soft rays: 14.,Found in coastal waters. Enters estuaries and rivers (Ref. 30573). Usually over sand or mud bottoms and rarely near reefs (Ref. 90102). Forms schools. Feeds on small crustaceans (Ref. 5213). Marketed fresh or dried and salted (Ref. 12693).,  Harmless,  Not Evaluated 
Acanthuriformes,Leiognathidae,Leiognathus striatus,native,,,Maturity: Lm ?  range ? - ? cm,,,,Not Evaluated
Acanthuriformes,Leiognathidae,Nuchequula blochii,native,Twoblotch ponyfish,Kap,"Maturity: Lm ?  range ? - ? cm
Max length : 10.0 cm TL male/unsexed; (Ref. 3424); common length : 8.0 cm TL male/unsexed; (Ref. 3424)","Dorsal spines (total): 8; Dorsal soft rays (total): 16; Anal spines: 3; Anal soft rays: 14. This species is distinguished by having the following set of characters: fully scaled breast; naked cheek; anteroventral profile of lower jaw is almost straight; a distinct, jet-black blotch distally on the spinous dorsal fin (Ref. 74926).","Found on shallow waters near the bottom. Young enter brackish waters (Ref. 4833). Feeds mainly on small crustaceans, foraminiferans and nematodes. Sold fresh and dried salted in markets, also used for fishmeal.",  Harmless,  Not Evaluated 
Acanthuriformes,Leiognathidae,Nuchequula gerreoides,native,Decorated ponyfish,Shortnose ponyfish,"Maturity: Lm 9.2  range ? - ? cm
Max length : 12.5 cm SL male/unsexed; (Ref. 3607)","Found in coastal waters. Enters estuaries (Ref. 4833). Diet depend on size; small fish (<6.9 cm) eat small crustaceans including copepods, whereas larger fish (>7.0 cm) have a generalized diet of amphipods, polychaetes and detritus (Ref. 31455).",,,Not Evaluated
Acanthuriformes,Leiognathidae,Photopectoralis bindus,native,Orangefin ponyfish,Bindoo-karah,"Maturity: Lm 7.9, range 8 - 8 cm
Max length : 11.0 cm TL male/unsexed; (Ref. 3424); common length : 8.0 cm TL male/unsexed; (Ref. 3424); max. published weight: 19.00 g (Ref. 126702)",Dorsal spines (total): 8; Dorsal soft rays (total): 16-17; Anal spines: 3; Anal soft rays: 14.,Found over muddy sand bottoms of coastal inshore waters (Ref. 47581). Often enters estuaries (Ref. 4833). Forms schools. Used in Chinese medicine (Ref. 12166).,  Harmless,  Not Evaluated 
Eupercaria/misc,Lethrinidae,Gnathodentex aureolineatus,native,Striped large-eye bream,Bondu,"Maturity: Lm ?  range ? - ? cm
Max length : 42.3 cm FL male/unsexed; (Ref. 125599); common length : 20.0 cm TL male/unsexed; (Ref. 2295); max. published weight: 2.1 kg (Ref. 125599)",Dorsal spines (total): 10; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 8 - 10.,"Inhabits subtidal reef flats, lagoons, and seaward reefs (Ref. 9710). May be solitary or in groups (Ref. 90102). Sometimes forms aggregations of about a hundred or more individuals. Feeds at night on benthic invertebrates like crabs and gastropods, occasionally on small fish. Usually marketed fresh.",  Reports of ciguatera poisoning (Ref. 4690),  Least Concern (LC) ; Date assessed: 09 March 2015
Eupercaria/misc,Lethrinidae,Gymnocranius elongatus,native,Forktail large-eye bream,,"Maturity: Lm ?  range ? - ? cm
Max length : 35.0 cm TL male/unsexed; (Ref. 2295); common length : 25.0 cm TL male/unsexed; (Ref. 2295)",Dorsal spines (total): 10; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 10.,"Inhabits sandy or low-relief rocky bottoms (Ref. 11228). Feeds on bottom-living invertebrates. Marketed fresh (Ref. 9775). May be solitary or in small groups, on flat offshore trawling grounds, occasionally near shallow coral reefs (Ref. 90102).",  Harmless,  Least Concern (LC) ; Date assessed: 28 June 2018
Eupercaria/misc,Lethrinidae,Gymnocranius grandoculis,native,Blue-lined large-eye bream,,"Maturity: Lm ?  range ? - ? cm
Max length : 80.0 cm TL male/unsexed; (Ref. 2295); common length : 64.0 cm SL male/unsexed; (Ref. 37816); max. published weight: 5.5 kg (Ref. 40637)",Dorsal spines (total): 10; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 10.,"Inhabits offshore reefs (Ref. 9710), trawling grounds of the continental shelves and offshore rocky bottoms (Ref. 30573). Juveniles inshore on muddy substrates (Ref. 48635). Solitary or in small groups (Ref. 90102). Feeds mostly on bottom invertebrates and small fishes (Ref. 30573). Potential commercial fish if sufficient stocks can be located (Ref. 9775). Marketed fresh (Ref. 9775); sometimes with a strong and unpleasant flavor (Ref. 11888).",  Harmless,  Least Concern (LC) ; Date assessed: 09 March 2015
Eupercaria/misc,Lethrinidae,Gymnocranius griseus,native,Grey large-eye bream,,"Maturity: Lm ?  range ? - ? cm
Max length : 35.0 cm TL male/unsexed; (Ref. 2295); common length : 25.0 cm TL male/unsexed; (Ref. 2295)",Dorsal spines (total): 10; Dorsal soft rays (total): 9-10; Anal spines: 3; Anal soft rays: 9 - 10.,In sheltered coastal bays and sand and mud slopes in depths over 20 m (Ref. 48635); also in coastal trawling grounds. Juveniles sometimes in shallow estuaries on algae reefs (Ref. 48635). Sometimes forms schools. Feeds on bottom-living invertebrates. Sexually mature upon reaching 15-17 cm SL. Sometimes caught with handlines and marketed dried (Ref. 9775) or fresh. In Hong Kong live fish markets (Ref. 27253).,  Harmless,  Least Concern (LC) ; Date assessed: 09 March 2015
Eupercaria/misc,Lethrinidae,Lethrinus borbonicus,native,Snubnose emperor,,"Maturity: Lm 21.3  range ? - ? cm
Max length : 40.0 cm TL male/unsexed; (Ref. 2295); common length : 25.0 cm TL male/unsexed; (Ref. 2295)","Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8. The inner surface of the pectoral fin base is densely scaled; posterior angle of the operculum is fully scaled; cheeks without scales. Color of body is dark gray or yellow-brown, head is brown-gray. The centers of scales are lighter. Sometimes there is an irregular pattern of broken dusky bars becoming whitish on the lower part of the body. The pectoral and pelvic fins are white of pinkish. The dorsal and anal fins are mottled white or yellowish with reddish edge. The caudal fin has indistinct reddish bands.","Found in sandy areas near reefs during daytime, sometimes in small groups. At night, they are solitary and range over reef-flats and slopes where they feed primarily on echinoderms, mollusks and crustaceans (Ref. 2295). The taxonomy of this species has been considerably confused.",  Harmless,  Least Concern (LC) ; Date assessed: 28 June 2018
Eupercaria/misc,Lethrinidae,Lethrinus conchyliatus,native,Redaxil emperor,Smith's pigface bream,"Maturity: Lm ?  range ? - ? cm
Max length : 76.0 cm TL male/unsexed; (Ref. 2295); common length : 50.0 cm TL male/unsexed; (Ref. 2295)",Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8.,"Solitarily inhabits sand, rubble, and weed areas near corals (Ref. 90102) in deep reefs. Feeds on crustaceans and small fishes. Gonads in spawning state have been observed in October. This species is not well represented in museums due to the relatively large capture size for most specimens (Ref. 2295). Also caught with handlines (Ref. 9775).",  Harmless,  Least Concern (LC) ; Date assessed: 04 February 2009
Eupercaria/misc,Lethrinidae,Lethrinus erythracanthus,native,Orange-spotted emperor,,"Maturity: Lm ?, range 25 - ? cm
Max length : 70.0 cm TL male/unsexed; (Ref. 2295); common length : 50.0 cm TL male/unsexed; (Ref. 2295)","Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8. The largest species of Lethrinus distinguished by the following characters: body moderately deep, its depth 2.5-2.7 times in standard length (SL); head length 0.9-1 times in body depth, 2.5-2.8 times in SL; dorsal profile near eye nearly straight or slightly convex; snout moderately short, its length about 1.8-2.4 times in HL, measured without the lip the snout is 0.8-1.1 times in cheek height, its dorsal profile distinctly concave in large individuals and nearly straight in smaller individuals, snout angle relative to upper jaw between 55° and 69°; interorbital space convex; posterior nostril an oblong longitudinal opening, closer to orbit than anterior nostril; eye situated close to or far removed from dorsal profile, its length 2.7-5.2 times in HL; cheek moderately high, its height 2-3.4 times in HL; lateral teeth in jaws conical; outer surface of maxilla smooth or with a longitudinal ridge; D X,9 with 4th or 5th dorsal-fin spine the longest, its length 2.5-3.5 times in body depth; A III,8 with the 3rd, 4th or 5th soft ray usually the longest, its length much longer than length of base of soft-rayed portion of anal fin and 0.8-1.1 times in length of entire anal-fin base; pectoral-fin rays 13; pelvic-fin membranes between rays closest to body with or without dense melanophores; cheek without scales; 46-48 lateral-line scales; 4 ½ scale rows between lateral line and base of middle dorsal-fin spines; 15-18 scale rows in transverse series between origin of anal fin and lateral line; usually 15 rows in lower series of scales around caudal peduncle; 5-8 scales in supratemporal patch; inner surface of pectoral-fin base densely covered with scales; posterior angle of operculum fully scaly. Colour of body brown to dark grey, with indistinct scattered small dark and light spots, with irregular light stripes sometimes on lower sides; head brown or grey, often with many small orange spots on cheeks; pectoral and pelvic fins white to orangish, dorsal and anal fins mottled orange and bluish; caudal fin often bright orange (Ref. 114226).","Occurs in deep lagoons and channels, outer reef slopes and adjacent soft bottom areas (Ref. 30573). Solitary in or near ledges or caves by day (Ref. 9710). Feeds on echinoderms, crustaceans, mollusks (Ref. 171), echinoids, crinoids and starfish (Ref. 37816). May be ciguatoxic in some areas (Ref. 37816). Caught by handline, vertical longline, traps, and trawls. Marketed mostly fresh (Ref. 171, 68703).",  Reports of ciguatera poisoning (Ref. 2295),  Least Concern (LC) ; Date assessed: 09 March 2015
Eupercaria/misc,Lethrinidae,Lethrinus harak,native,Thumbprint emperor,Chuttommetti,"Maturity: Lm 19.5  range ? - 21.1 cm
Max length : 54.9 cm FL male/unsexed; (Ref. 125599); common length : 30.0 cm TL male/unsexed; (Ref. 30573); max. published weight: 2.9 kg (Ref. 125599); max. reported age: 15 years (Ref. 2293)","Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8. This species is distinguished by the following characters: body moderately deep, its depth 2.6-2.8 times in standard length; head length 0.9-1 times in body depth, 2.7-3.1 times in SL length, dorsal profile near eye distinctly or slightly convex; snout short and blunt, its length about 2.0-2.6 times in HL, measured without the lip the snout is 0.9-1 times in cheek height, its dorsal profile nearly straight, snout angle relative to upper jaw between 60° and 70°; interorbital space convex or almost flat; posterior nostril a narrow longitudinal slit, closer to orbit than anterior nostril; eye situated close to dorsal profile, its length 3.4-4.2 times in HL; cheek not very high, its height 2.3-3.1 times in HL; lateral teeth in jaws of adults molars or rounded; outer surface of maxilla smooth or with a longitudinal ridge; D X,9 the 4th or 5th dorsal-fin spine the longest, its length 2.5-3.1 times in body depth; A III,8 with the first soft ray usually the longest, its length almost equal to or longer or shorter than length of base of soft-rayed portion of anal fin and 1.2-1.6 times in length of entire anal-fin base; pectoral-fin rays 13; pelvic-fin membranes between rays closest to body without dense melanophores; cheek without scales; 46-47 lateral-line scales usually; usually 5 ½ (sometimes 4 ½) scale rows between lateral line and base of middle dorsal-fin spines; 14-16 scale rows in transverse series between origin of anal fin and lateral line; 13-14 rows in lower series of scales around caudal peduncle; 4-8 scales in supratemporal patch; inner surface of pectoral-fin base densely covered with scales; posterior angle of operculum fully scaly. Colour of body olive or grey above, shading to silvery white below; a large elliptical black spot, often broadly edged in yellow, on side directly below lateral line and centered at a vertical near the posterior tip of pectoral fins; sometimes light blue dots bordering lower rim of eye and around nostrils; pectoral, pelvic, dorsal, and anal fins white to pinkish; caudal fin orange or reddish; vertical fins sometimes lightly mottled or striped (Ref. 114226).","Found solitary or in small schools over shallow sandy, coral rubble, mangroves, lagoons, channel and seagrass areas inshore and adjacent to coral reefs. Feeds on polychaetes, crustaceans, mollusks, echinoderms and small fish. Reported to spawn throughout the year during the first five days of the lunar month in large aggregations in Palau. Caught mostly by shore seine, gill nets, traps, and handline. Marketed mostly fresh (Ref. 171, 68703); flesh spoils rapidly (Ref. 4369).",  Harmless,  Least Concern (LC) ; Date assessed: 09 March 2015
Eupercaria/misc,Lethrinidae,Lethrinus lentjan,native,Pink ear emperor,Kadu,"Maturity: Lm 27.7, range 18 - ? cm
Max length : 52.0 cm TL male/unsexed; (Ref. 1020); common length : 40.0 cm TL male/unsexed; (Ref. 5450); max. reported age: 19 years (Ref. 42001)","Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8. This species is distinguished by the following characters: body moderately deep, its depth 2.5-2.8 times in standard length; head length 0.9-1 times in body depth, 2.6-3 times in SL, dorsal profile near eye nearly straight; snout moderately short, its length about 1.9-2.4 times in HL, measured without the lip the snout is 0.8-1 times in cheek height, its dorsal profile nearly straight, snout angle relative to upper jaw between 60° and 70°; interorbital space convex; posterior nostril an oblong longitudinal opening, closer to orbit than anterior nostril; eye situated close to or far removed from dorsal profile, its length 3.3-4.8 times in HL; cheek not high, its height 2.4-3.1 times in HL; lateral teeth in jaws rounded often with conical tips, or molars often with tubercles; outer surface of maxilla with a longitudinal ridge; D X,9 with the 4th dorsal-fin spine usually the longest, its length 2.4-3.4 times in body depth; A III,8 soft rays, the first soft ray usually the longest, its length almost equal to or shorter than length of base of soft-rayed portion of anal fin and 1-1.2 times in length of entire anal-fin base; pectoral-fin rays 13; pelvic-fin membranes between rays closest to body without dense melanophores; cheek without scales; 46-47 lateral-line scales usually; 5 ½ scale rows between lateral line and base of middle dorsal-fin spines; 15- 16 scale rows in transverse series between origin of anal fin and lateral line; usually 15 rows in lower series of scales around caudal peduncle; 4-9 scales in supratemporal patch; inner surface of pectoral-fin base densely covered with scales, with a few scales, or naked; posterior angle of operculum fully scaly. Colour of body greenish or grey, shading to white below, centers of scales on upper sides often white; posterior margin of opercle and sometimes base of pectoral fins red; pectoral fins white, yellow, or pinkish; pelvic and anal fins white to orange; dorsal fin white and orange mottled with a reddish margin; caudal fin mottled orange or reddish (Ref. 114226).","Inhabits sandy bottoms in coastal areas, deep lagoons and near coral reefs (Ref. 30573). Juveniles and small adults commonly in loose aggregations over seagrass beds, mangrove swamps and shallow sandy areas while adults are generally solitary in deeper waters. Feeds primarily on crustaceans and mollusks but echinoderms, polychaetes and fishes are also consumed in considerable quantities (Ref. 2295). A protogynous hermaphrodite (Ref. 55367). Caught primarily by handline, traps, trawls, beach seines, and gill nets. Marketed mostly fresh (Ref. 68703).",  Harmless,  Least Concern (LC) ; Date assessed: 09 March 2015
Eupercaria/misc,Lethrinidae,Lethrinus mahsena,native,Sky emperor,Filolu,"Maturity: Lm ?, range 19 - ? cm
Max length : 65.0 cm TL male/unsexed; (Ref. 2295); common length : 40.0 cm TL male/unsexed; (Ref. 2295); max. reported age: 27 years (Ref. 42001)","Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8. Body color is yellow to greenish-blue, becoming lighter ventrally; usually with nine or ten dusky yellow-green or brown bars. The head is purplish gray, sometimes with a red blotch on the nape. A red bar is at the base of pectoral fin, sometimes extending broadly below and above the pectoral fin base to the edge of the operculum. The base of the upper and sometimes lower rays of pectoral fin is red. The base and tips of the pelvic fins are often red. The membranes of the dorsal fin is red (sometimes restricted to the base of the fins). The anal fin is whitish with the membranes between the forward rays often red. The caudal fin, especially the tips is reddish.","Found over reef areas and adjacent sandy and seagrass areas (Ref. 30573, 41878). Feeds mainly on echinoderms (most frequently sea urchins), crustaceans and fishes; mollusks, tunicates, sponges, polychaetes and other worms are consumed in lesser quantities. A protogynous hermaphrodite (Ref. 55367). In most areas of the Red Sea, it is considered an excellent food fish but in certain areas of the Indian Ocean it may have an unpleasant 'coral' smell and taste (Ref. 2295, 11888). Utilized fresh for broiling and baking (Ref. 9987).",  Harmless,  Endangered (EN) (A2bd); Date assessed: 28 June 2018
Eupercaria/misc,Lethrinidae,Lethrinus microdon,native,Smalltooth emperor,Filolu,"Maturity: Lm 29.1  range ? - ? cm
Max length : 80.0 cm TL male/unsexed; (Ref. 48635); common length : 40.0 cm TL male/unsexed; (Ref. 2295); max. published weight: 4.9 kg (Ref. 40637)","Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8. The snout is moderately long, its dorsal profile slightly concave. Body color is bluish gray or brown often with scattered irregular dark blotches on sides; sometimes three dark streaks radiate forward from the eye. The fins are pale or orangish.","Found over sandy areas near coral reefs (Ref. 30573). Feeds on fish, crustaceans, cephalopods, and polychaetes. Swims in small schools sometimes together with L. olivaceous. Utilized as a food fish.",  Reports of ciguatera poisoning (Ref. 31637),  Least Concern (LC) ; Date assessed: 09 March 2015
Eupercaria/misc,Lethrinidae,Lethrinus nebulosus,native,Spangled emperor,Chemballi,"Maturity: Lm 38.8, range 41 - ? cm
Max length : 87.0 cm TL male/unsexed; (Ref. 47613); common length : 70.0 cm TL male/unsexed; (Ref. 5450); max. published weight: 8.4 kg (Ref. 40637); max. reported age: 28 years (Ref. 92312)","Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8. This species is distinguished by the following characters: body moderately deep, its depth 2.5-2.9 times in standard length; head length 0.9-1 times in body depth, 2.6-3.1 times in SL, dorsal profile near eye nearly straight, or in large individuals, distinctly concave; snout moderately long, its length about 1.8-2.4 times in HL, measured without the lip the snout is 0.8-1 times in cheek height, its dorsal profile nearly straight or concave, snout angle relative to upper jaw between 50° and 68°; interorbital space usually convex; posterior nostril an oblong longitudinal opening, closer to orbit than anterior nostril or, about halfway between orbit and anterior nostril eye not close to dorsal profile except in small individuals, its length 3.6-5.9 times in HL; cheek moderately high, its height 2.4-3 times in HL; lateral teeth in jaws rounded with points or molars that often have tubercles; outer surface of maxilla smooth or with a longitudinal ridge; D X, 9 with the 4th or 5th dorsal-fin spine usually the longest, its length 2.7-3.6 times in body depth; A III,8 with the first soft ray usually the longest, its length almost equal to or slightly shorter than length of base of soft-rayed portion of anal fin and 1.3-1.6 times in length of entire anal-fin base; pectoral-fin rays 13; pelvic-fin membranes between rays closest to body usually with dense melanophores; cheek without scales; 46-48 lateral-line scales; 5 ½ scale rows between lateral line and base of middle dorsal-fin spines; 16-17 scale rows in transverse series between origin of anal fin and lateral line; usually 15 rows in lower series of scales around caudal peduncle; 5-9 scales in supratemporal patch; inner surface of pectoral-fin base densely covered with scales; posterior angle of operculum fully scaly. Colour of body yellowish or bronze, lighter below, centers of many scales with a white or light blue spot, sometimes irregular dark indistinct bars on sides and a square black blotch above pectoral fins bordering below lateral line; 3 blue streaks or series of blue spots radiating forward and ventrally from eye; fins whitish or yellowish, pelvic fins dusky, edge of dorsal fin reddish. Juveniles variable with blotches or stripe and changes with habitat (Ref. 114226).","Inhabit coral reefs, coralline lagoons, seagrass beds, mangrove swamps, flat sand bottoms, and coastal rock areas. Adults solitary or in small schools; juveniles form large schools in shallow, sheltered sandy areas, also harbors where seagrasses, algae or sponge habitats are found at various depths. Feed on echinoderms, mollusks and crustaceans, and to some extent on polychaetes and fish. The reproductive nature of spangled emperors is uncertain, although they also may be protogynous hermaphrodites (Ref. 27260, 55367). However, recent study classified juvenile hermaphroditism for this species wherein transition from ovary to testis occurs before ovarian maturation, hence, no true sex-reversal in the sense of protogynous hermaphroditism is observed (Ref. 107020). May have a coppery or iodine taste or smell in the Indian Ocean (Ref. 2295, 11888). It has been shown that this species can survive for long periods in salinities as low as 10 parts per thousand and therefore it is a potential estuarine aquaculture species (Ref. 2295). Taken by handline, traps, trawls, seines, and gill nets. Marketed mostly fresh. Very important commercial and sport fish in some countries (Ref. 68703).",  Reports of ciguatera poisoning (Ref. 31637),  Least Concern (LC) ; Date assessed: 09 March 2015
Eupercaria/misc,Lethrinidae,Lethrinus obsoletus,native,Orange-striped emperor,Metti,"Maturity: Lm 23.7  range ? - 25.7 cm
Max length : 60.0 cm TL male/unsexed; (Ref. 30573); common length : 30.0 cm TL male/unsexed; (Ref. 30573); max. reported age: 14 years (Ref. 2295)","Dorsal spines (total): 10; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 8. The body is light tan or olive to brown, becoming lighter below. the centers of the scales are often lighter than the background color. The head, often, has several broad indistinct vertical and diagonal light and dark bands. Sometimes there are white spots below the eye. The posterior edge of the operculum is dark brown. An orange-yellow stripe is on the lower part of the side with two additional more faint orange-yellow stripes above and one below this stripe. The fins are whitish or tan, sometimes mottled.","Found over seagrass beds (Ref. 41878), sand and rubble areas of lagoons and reefs (Ref. 30573). Found singly or in groups (Ref. 9710). Juveniles on weedy reefs (Ref. 48635). Feed on mollusks, crustaceans, and echinoderms (Ref. 30573). One of the commonest lethrinids along the coast of east Africa (Ref. 4369). Marketed fresh (Ref. 9775).",  Harmless,  Least Concern (LC) ; Date assessed: 09 March 2015
